Director,Writer1,Writer2,Actor1,Actor2,Actor3,TotalAwards,Series,TomatoRev,AudienceRev,Income,Genre1,Genre2,Genre3,Label
Gary Ross,Gary Ross,Suzanne Collins,Stanley Tucci,Wes Bentley,Jennifer Lawrence,76,N,84,81,4.07981652E8,Action,Adventure,Sci-Fi,no
Christopher McQuarrie,Lee Child,Christopher McQuarrie,Tom Cruise,Rosamund Pike,Richard Jenkins,5,N,62,67,8.0033643E7,Action,Crime,Mystery,no
Ira Sachs,Ira Sachs,Mauricio Zacharias,Thure Lindhardt,Zachary Booth,Marilyn Neimark,13,N,90,63,243536.0,Drama,Romance, ,no
Yaron Zilberman,Seth Grossman,Yaron Zilberman,Catherine Keener,Christopher Walken,Philip Seymour Hoffman,1,N,78,70,1400000.0,Drama,Music, ,no
John Hillcoat,Nick Cave,Matt Bondurant,Shia LaBeouf,Tom Hardy,Jason Clarke,9,N,67,74,3.63E7,Crime,Drama, ,no
Josh Radnor,Harold Manning,Josh Radnor,Josh Radnor,Elizabeth Olsen,Richard Jenkins,2,N,71,60,317190.0,Comedy,Drama,Romance,no
Ang Lee,Yann Martel,David Magee,Suraj Sharma,Irrfan Khan,Ayush Tandon,205,N,87,84,1.035E8,Adventure,Drama,Fantasy,yesDrama
Steven Spielberg,Tony Kushner,Doris Kearns Goodwin,Daniel Day-Lewis,Sally Field,David Strathairn,352,N,90,80, ,Biography,Drama,History,yesDrama
Rian Johnson,Rian Johnson, ,Joseph Gordon-Levitt,Bruce Willis,Emily Blunt,58,N,93,82,6.6305045E7,Action,Crime,Drama,no
Eric Darnell,Eric Darnell,Noah Baumbach,Ben Stiller,Chris Rock,David Schwimmer,21,N,79,73,2.16366733E8,Animation,Adventure,Comedy,no
Steven Soderbergh,Reid Carolin, ,Matthew McConaughey,Channing Tatum,Olivia Munn,21,N,80,60,1.13709992E8,Comedy,Drama, ,no
Paul Thomas Anderson,Paul Thomas Anderson, ,Joaquin Phoenix,Price Carson,Mike Howard,258,N,86,61,1.58E7,Drama, , ,no
Barry Sonnenfeld,Etan Cohen,Lowell Cunningham,Will Smith,Tommy Lee Jones,Josh Brolin,12,N,68,70,1.79020854E8,Action,Adventure,Comedy,no
Deborah Burns,Deborah Burns,Deborah Burns,Jodelle Ferland,R. Douglas Hutchison,Dave Abustan,1,N,N/A,N/A, ,Short,Drama,Fantasy,no
Wes Anderson,Wes Anderson,Roman Coppola,Bruce Willis,Edward Norton,Bill Murray,155,N,94,86,4.5507865E7,Adventure,Comedy,Drama,yesComedy
Chris Butler,Chris Butler, ,Kodi Smit-McPhee,Tucker Albrizzi,Anna Kendrick,64,N,87,72,5.5994557E7,Animation,Adventure,Comedy,no
Alex Kurtzman,Alex Kurtzman,Roberto Orci,Chris Pine,Elizabeth Banks,Michael Hall D'Addario,0,N,54,62,1.2431792E7,Drama, , ,no
Stephen Chbosky,Stephen Chbosky,Stephen Chbosky,Logan Lerman,Dylan McDermott,Kate Walsh,67,N,86,89,1.49E7,Drama,Romance, ,no
Jason Moore,Kay Cannon,Mickey Rapkin,Anna Kendrick,Skylar Astin,Ben Platt,26,N,80,83,6.11E7,Comedy,Music,Romance,no
David Koepp,David Koepp,John Kamps,Joseph Gordon-Levitt,Dania Ramirez,Sean Kennedy,5,N,75,60,2.0275446E7,Action,Crime,Thriller,no
Michael Walker,Michael Walker, ,Eric Mabius,Matt Servitto,Annie Parisse,0,N,67,31, ,Comedy,Drama, ,no
Ridley Scott,Jon Spaihts,Damon Lindelof,Noomi Rapace,Michael Fassbender,Charlize Theron,50,N,73,68,1.26464904E8,Adventure,Mystery,Sci-Fi,no
Spike Lee,Spike Lee,James McBride,Limary Agosto,Sumayya Ali,Turron Kofi Alleyne,4,N,57,33,338803.0,Drama, , ,no
Peter Ramsey,David Lindsay-Abaire,William Joyce,Chris Pine,Alec Baldwin,Jude Law,45,N,73,80,9.88E7,Animation,Adventure,Family,no
Jake Schreier,Christopher Ford, ,Frank Langella,James Marsden,Liv Tyler,8,N,86,75,3200000.0,Comedy,Crime,Drama,no
Jonathan Dayton,Zoe Kazan, ,Paul Dano,Zoe Kazan,Chris Messina,11,N,78,75,2535819.0,Comedy,Drama,Fantasy,no
Boaz Yakin,Boaz Yakin, ,Jason Statham,Catherine Chan,Robert John Burke,2,N,57,59,1.7120019E7,Action,Crime,Thriller,no
Daniel Espinosa,David Guggenheim, ,Denzel Washington,Ryan Reynolds,Vera Farmiga,8,N,53,64,1.26149655E8,Action,Crime,Mystery,no
Colin Trevorrow,Derek Connolly, ,Aubrey Plaza,Lauren Carlos,Basil Harris,25,N,90,80,4007792.0,Comedy,Drama,Romance,no
Miran Huq,Miran Huq, ,Armaan Kirmani,Lori MacFadyen, ,0,N,77,87,1701381.0,Short,Drama,Horror,no
Lorene Scafaria,Lorene Scafaria, ,Brad Morris,Steve Carell,Nancy Carell,3,N,55,53,7100000.0,Adventure,Comedy,Drama,no
Ben Lewin,Ben Lewin,Mark O'Brien,John Hawkes,Helen Hunt,William H. Macy,82,N,93,80,5997134.0,Biography,Comedy,Drama,no
David O. Russell,David O. Russell,Matthew Quick,Bradley Cooper,Jennifer Lawrence,Robert De Niro,233,N,92,86,1.3208891E8,Comedy,Drama,Romance,yesComedy
Scott Derrickson,Scott Derrickson,C. Robert Cargill,Ethan Hawke,Juliet Rylance,Fred Dalton Thompson,16,N,63,61,4.81E7,Horror,Mystery, ,no
Mike Birbiglia,Mike Birbiglia,Ira Glass,Mike Birbiglia,Lauren Ambrose,James Rebhorn,7,N,84,71,2263436.0,Comedy, , ,no
James Ponsoldt,Susan Burke,James Ponsoldt,Mary Elizabeth Winstead,Aaron Paul,Nick Offerman,10,N,84,68,375981.0,Drama, , ,no
Salim Akil,Mara Brock Akil,Joel Schumacher,Jordin Sparks,Whitney Houston,Derek Luke,7,N,57,65,2.4397469E7,Drama,Music, ,no
Seth MacFarlane,Seth MacFarlane,Alec Sulkin,Mark Wahlberg,Mila Kunis,Seth MacFarlane,40,N,67,73,2.181E8,Animation,Comedy,Fantasy,no
Tim Story,Keith Merryman,David A. Newman,Michael Ealy,Jerry Ferrara,Meagan Good,17,N,53,79,9.1547205E7,Comedy,Romance, ,no
Brian Robbins,Steve Koren, ,Eddie Murphy,Kerry Washington,Emanuel Ragsdale,3,N,0,47,1.8429081E7,Comedy,Drama, ,no
Dan Sallitt,Dan Sallitt, ,Tallie Medel,Sky Hirschkron,Aundrea Fares,2,N,86,63, ,Drama, , ,no
Matt Bettinelli-Olpin,Brad Miska,Simon Barrett,Calvin Reeder,Lane Hughes,Kentucker Audley,5,N,55,41, ,Horror,Thriller, ,no
David Wain,David Wain,Ken Marino,Paul Rudd,Jennifer Aniston,Justin Theroux,0,N,60,39,1.7255675E7,Comedy, , ,no
Kathryn Bigelow,Mark Boal, ,Jason Clarke,Reda Kateb,Jessica Chastain,252,N,92,80,9.5720716E7,Drama,History,Thriller,yesDrama
Rich Moore,Rich Moore,Phil Johnston,John C. Reilly,Sarah Silverman,Jack McBrayer,74,N,86,86,1.89412677E8,Animation,Adventure,Comedy,no
David Branin,David Branin,Gregor Collins,Gregor Collins,Sarah Prikryl,Todd Cattell,0,N,N/A,N/A, ,Drama, , ,no
Ron Howard,Peter Morgan, ,Chris Hemsworth,Daniel Brühl,Olivia Wilde,62,N,89,88, ,Action,Biography,Drama,yesDrama
Baltasar Kormákur,Blake Masters,Steven Grant,Denzel Washington,Mark Wahlberg,Paula Patton,2,N,64,66,7.35E7,Action,Comedy,Crime,no
Roel Reiné,David Benullo, ,Randy Orton,Tom Stevens,Brian Markinson,0,N,N/A,48, ,Action,Adventure,Thriller,no
Steve McQueen,John Ridley,Solomon Northup,Chiwetel Ejiofor,Dwight Henry,Dickie Gravois,549,N,96,90, ,Biography,Drama,History,yesDrama
Brian Helgeland,Brian Helgeland, ,Chadwick Boseman,Harrison Ford,Nicole Beharie,20,N,79,86,9.5001343E7,Biography,Drama,Sport,no
Tomer Almagor,Tomer Almagor, ,Amy Seimetz,Bret Roberts,Donal Logue,6,N,N/A,73, ,Drama,Romance, ,no
David Lowery,David Lowery, ,Rooney Mara,Casey Affleck,Ben Foster,15,N,79,61,200000.0,Crime,Drama,Romance,no
J.C. Chandor,J.C. Chandor, ,Robert Redford, , ,49,N,94,63, ,Action,Adventure,Drama,no
David O. Russell,Eric Warren Singer,David O. Russell,Christian Bale,Bradley Cooper,Amy Adams,278,N,93,74, ,Crime,Drama,History,yesComedy
Adam McKay,Will Ferrell,Adam McKay,Will Ferrell,Steve Carell,Paul Rudd,24,N,75,52, ,Comedy, , ,no
John Wells,Tracy Letts,Tracy Letts,Meryl Streep,Julia Roberts,Chris Cooper,78,N,64,65, ,Drama, , ,no
Richard Linklater,Richard Linklater,Julie Delpy,Ethan Hawke,Julie Delpy,Seamus Davey-Fitzpatrick,78,N,98,82,8114507.0,Drama,Romance, ,no
Steven Soderbergh,Richard LaGravenese,Scott Thorson,Matt Damon,Scott Bakula,Eric Zuckerman,90,N,95,71, ,Biography,Drama,Romance,no
Chris Lowell,Chris Lowell,Mohit Narang,Ryan Eggold,Beck Bennett,John Lorenger,1,N,64,74, ,Comedy,Drama,Romance,no
Malcolm D. Lee,Malcolm D. Lee,Malcolm D. Lee,Monica Calhoun,Morris Chestnut,Melissa De Sousa,18,N,69,84, ,Comedy,Drama, ,no
Andrew Librizzi,Andrew Librizzi,Andrew Librizzi,Renée O'Connor,Todd Terry,Cherami Leigh,0,N,N/A,95, ,Drama,Family,Thriller,no
Mike Mendez,Gregory Gieras, ,Greg Grunberg,Lin Shaye,Ruben Pla,2,N,76,44, ,Action,Comedy,Sci-Fi,no
Sofia Coppola,Sofia Coppola,Nancy Jo Sales,Katie Chang,Israel Broussard,Emma Watson,10,N,60,33,5500000.0,Biography,Crime,Drama,no
Alexandre Moors,Alexandre Moors,R.F.I. Porto,Tequan Richmond,April Yvette Thompson,Isaiah Washington,11,N,83,51,91126.0,Biography,Crime,Drama,no
Woody Allen,Woody Allen, ,Cate Blanchett,Joy Carlin,Richard Conti,129,N,91,77, ,Drama, , ,no
Jeremy Saulnier,Jeremy Saulnier, ,Macon Blair,Devin Ratray,Amy Hargreaves,22,N,96,79, ,Crime,Drama,Thriller,no
Henry Saine,Jason Dodson,Jason Dodson,Matthew Marsden,Kristanna Loken,Christian Pitre,0,N,59,46, ,Action,Sci-Fi,Thriller,no
Drake Doremus,Drake Doremus,Ben York Jones,Guy Pearce,Felicity Jones,Amy Ryan,3,N,55,42, ,Drama,Romance, ,no
Craig Bartholomew Strydom,Craig Bartholomew Strydom, ,Carlos Del Valle,Paul Kinney, ,0,N,N/A,N/A, ,Short,Comedy, ,no
Kyle Patrick Alvarez,Kyle Patrick Alvarez,David Sedaris,Jonathan Groff,Tyra Richards,Beth Furumasu,3,N,70,34,55301.0,Comedy,Drama, ,no
Paul Greengrass,Billy Ray,Richard Phillips,Tom Hanks,Catherine Keener,Barkhad Abdi,160,N,93,89,1.07100855E8,Biography,Drama,Thriller,yesDrama
Cody Cameron,Erica Rivinoja,John Francis Daley,Bill Hader,Anna Faris,James Caan,16,N,70,66,1.19793567E8,Animation,Adventure,Comedy,no
Don Michael Paul,David Reed,Danny Bilson,Tom Sizemore,Chad Michael Collins,Vinnie Jones,0,N,N/A,37, ,Action,War, ,no
Andrew Bujalski,Andrew Bujalski, ,Kriss Schludermann,Tom Fletcher,Wiley Wiggins,9,N,87,53,101218.0,Comedy, , ,no
Stacie Passon,Stacie Passon, ,Robin Weigert,Julie Fain Lawrence,Maren Shapero,14,N,74,49, ,Drama, , ,no
James Wan,Chad Hayes,Carey Hayes,Vera Farmiga,Patrick Wilson,Lili Taylor,35,N,86,82,1.37387272E8,Horror,Mystery,Thriller,no
Anthony Joseph Giunta,Anthony Joseph Giunta, ,Kenton Duty,Danny Flaherty,Mary Beth Peil,1,N,N/A,53, ,Drama,Family, ,no
Eric England,Eric England, ,Najarra Townsend,Caroline Williams,Alice Macdonald,3,N,53,29,3328.0,Drama,Horror,Thriller,no
Kirk De Micco,Chris Sanders,Kirk De Micco,Nicolas Cage,Emma Stone,Ryan Reynolds,47,N,70,78,1.87165546E8,Animation,Adventure,Comedy,no
Jean-Marc Vallée,Craig Borten,Melisa Wallack,Matthew McConaughey,Jennifer Garner,Jared Leto,160,N,94,91, ,Biography,Drama, ,no
Pierre Coffin,Cinco Paul,Ken Daurio,Steve Carell,Kristen Wiig,Benjamin Bratt,77,N,73,85,3.68049635E8,Animation,Adventure,Comedy,no
Joseph Gordon-Levitt,Joseph Gordon-Levitt, ,Joseph Gordon-Levitt,Scarlett Johansson,Julianne Moore,29,N,81,58, ,Comedy,Drama,Romance,no
Joe Swanberg,Joe Swanberg, ,Olivia Wilde,Jake Johnson,Anna Kendrick,4,N,83,49,200000.0,Comedy,Drama,Romance,no
Neill Blomkamp,Neill Blomkamp, ,Matt Damon,Jodie Foster,Sharlto Copley,10,N,67,58,9.08E7,Action,Drama,Sci-Fi,no
Ben McMillan,Ben McMillan, ,Erik Stolhanske,James Grace,Madisen Beaty,0,N,N/A,N/A, ,Comedy, , ,no
Dito Montiel,Adam Mazer, ,Liam Hemsworth,Michael Angarano,Dwayne Johnson,1,N,N/A,25, ,Crime,Thriller, ,no
Gavin Hood,Gavin Hood,Orson Scott Card,Asa Butterfield,Harrison Ford,Hailee Steinfeld,7,N,60,65,6.1656849E7,Action,Sci-Fi, ,no
Nicole Holofcener,Nicole Holofcener, ,Julia Louis-Dreyfus,Lennie Loftin,Jessica St. Clair,45,N,96,75, ,Comedy,Drama,Romance,no
Chris Wedge,James V. Hart,William Joyce,Blake Anderson,Aziz Ansari,Allison Bills,23,N,64,65,1.07515297E8,Animation,Adventure,Family,no
Matthew Stogdon,Matthew Stogdon, ,Jenny Swindells,Emma-Jane Corsan,Georgie Oatley,1,N,N/A,N/A, ,Short,Drama,Thriller,no
Fede Alvarez,Fede Alvarez,Rodo Sayagues,Jane Levy,Shiloh Fernandez,Lou Taylor Pucci,22,N,61,63,5.42E7,Horror, , ,no
Cory Van Dyke,Cory Van Dyke, ,Johnny Sneed,Jolyn Janis,Julie Mintz,0,N,N/A,N/A, ,Comedy,Drama, ,no
Justin Lin,Chris Morgan,Gary Scott Thompson,Vin Diesel,Paul Walker,Dwayne Johnson,29,N,69,83,2.387E8,Action,Crime,Thriller,no
Chris Buck,Jennifer Lee,Hans Christian Andersen,Kristen Bell,Idina Menzel,Jonathan Groff,131,N,89,86,4.007366E8,Animation,Adventure,Comedy,no
Scott Walker,Scott Walker, ,Nicolas Cage,Vanessa Hudgens,John Cusack,1,N,61,50, ,Crime,Drama,Mystery,no
Ryan Coogler,Ryan Coogler, ,Michael B. Jordan,Melonie Diaz,Octavia Spencer,91,N,94,87, ,Biography,Drama,Romance,no
Darren Stein,George Northy, ,Michael J. Willett,Paul Iacono,Sasha Pieterse,3,N,82,56, ,Comedy,Romance, ,no
Gary Entin,Edmund Entin,Brent Hartinger,Cameron Deane Stewart,Justin Deeley,Meaghan Martin,6,N,64,52, ,Comedy, , ,no
John Sayles,John Sayles, ,LisaGay Hamilton,Edward James Olmos,Yolonda Ross,7,N,72,52,55963.0,Crime,Drama,Thriller,no
Alfonso Cuarón,Alfonso Cuarón,Jonás Cuarón,Sandra Bullock,George Clooney,Ed Harris,391,N,96,80,2.74084951E8,Adventure,Drama,Sci-Fi,yesDrama
BJ McDonnell,Adam Green,Adam Green,Danielle Harris,Kane Hodder,Zach Galligan,0,N,57,40, ,Action,Comedy,Horror,no
Paul Feig,Katie Dippold, ,Sandra Bullock,Melissa McCarthy,Demián Bichir,22,N,65,71,1.583E8,Action,Comedy,Crime,no
Spike Jonze,Spike Jonze, ,Joaquin Phoenix,Lynn Adrianna,Lisa Renee Pitts,252,N,95,82, ,Drama,Romance,Sci-Fi,yesComedy
Peter Jackson,Fran Walsh,Philippa Boyens,Ian McKellen,Martin Freeman,Richard Armitage,97,N,74,85, ,Adventure,Fantasy, ,no
Eric Heisserer,Eric Heisserer, ,Paul Walker,Genesis Rodriguez,Nancy Nave,1,N,62,61, ,Drama,Thriller, ,no
Chadd Harbold,Bryan Gaynor,Chadd Harbold,Gavin McInnes,Liam Aiken,Megan Neuringer,0,N,N/A,63, ,Comedy, , ,no
Francis Lawrence,Simon Beaufoy,Michael Arndt,Jennifer Lawrence,Liam Hemsworth,Jack Quaid,81,N,89,89, ,Action,Adventure,Mystery,no
Steven R. Monroe,Neil Elman,Thomas Fenton,Jemma Dallender,Joe Absolom,Yavor Baharov,0,N,0,30,441.0,Horror,Thriller, ,no
Matthew Porterfield,Amy Belk,Matthew Porterfield,Deragh Campbell,Hannah Gross,Ned Oldham,3,N,81,42,21964.0,Drama,Music, ,no
Lake Bell,Lake Bell, ,Lake Bell,Rob Corddry,Alexandra Holden,19,N,92,71, ,Comedy, , ,no
Stacie Graber,Joseph J. Graber,Stacie Graber,Seth Pruski,Rich Swingle,J.C. Scott,0,N,N/A,N/A, ,Drama,Family,History,no
George Tillman Jr.,Michael Starrbury, ,Skylan Brooks,Ethan Dizon,Jennifer Hudson,10,N,91,88,487348.0,Drama, , ,no
Ethan Coen,Joel Coen,Ethan Coen,Oscar Isaac,Carey Mulligan,Justin Timberlake,205,N,94,74, ,Drama,Music, ,yesComedy
Shane Black,Drew Pearce,Shane Black,Robert Downey Jr.,Gwyneth Paltrow,Don Cheadle,71,N,79,79,4.08992272E8,Action,Adventure,Sci-Fi,no
Ryan Perez,Ryan Perez,Danny Jelinek,Justin Long,Art Evans,Juzo Yoshida,0,N,N/A,38, ,Biography,Comedy, ,no
Steve Stark,Kevin Smith, ,Marc Bernardin,Ming Chen,Matt Cohen,0,N,N/A,25, ,Animation,Comedy, ,no
David Gordon Green,Gary Hawkins,Larry Brown,Nicolas Cage,Tye Sheridan,Gary Poulter,13,N,87,68, ,Drama, , ,no
Chad Crawford Kinkle,Chad Crawford Kinkle, ,Sean Bridgers,Lauren Ashley Carter,Kaitlin Cullum,1,N,75,36, ,Drama,Horror,Thriller,no
Jay Oliva,James Krieg,Bob Kane,Justin Chambers,C. Thomas Howell,Michael B. Jordan,0,N,100,93, ,Animation,Action,Adventure,no
John Krokidas,Austin Bunn,Austin Bunn,Daniel Radcliffe,Dane DeHaan,Michael C. Hall,17,N,75,59, ,Biography,Drama,History,no
Jordan Vogt-Roberts,Chris Galletta, ,Nick Robinson,Gabriel Basso,Moises Arias,9,N,76,77,1300000.0,Adventure,Comedy,Drama,no
Roger Vass,Tony Nitko,Tony Nitko,Christopher B. Corrigan,Alex Laferriere,Jasun Hicks,1,N,N/A,N/A, ,Comedy,Drama,Thriller,no
Camille Delamarre,Camille Delamarre,Cécile Larripa,David Atrakchi,Sophie Meister,Zazie Pruvot,19,N,N/A,N/A, ,Short,Action,Drama,no
Jee-woon Kim,Andrew Knauer, ,Arron Shiver,Arnold Schwarzenegger,Titos Menchaca,3,N,60,53,1.2E7,Action,Crime,Thriller,no
Daniel Schechter,Daniel Schechter,Elmore Leonard,Jennifer Aniston,Yasiin Bey,Isla Fisher,0,N,65,37,261695.0,Comedy,Crime, ,no
Alexandre Rockwell,Alexandre Rockwell, ,Lana Rockwell,Nico Rockwell,Rene Cuante-Bautista,4,N,75,N/A, ,Drama, , ,no
Rob Epstein,Andy Bellin, ,Amanda Seyfried,Peter Sarsgaard,Sharon Stone,4,N,53,36,300000.0,Biography,Drama, ,no
Peter Berg,Peter Berg,Marcus Luttrell,Mark Wahlberg,Taylor Kitsch,Emile Hirsch,21,N,75,87, ,Action,Biography,Drama,no
Megan Griffiths,Huck Botko,Caroline Sherman,Toni Collette,Thomas Haden Church,Oliver Platt,2,N,76,59, ,Drama, , ,no
Vinnil Markan,Kiran Kotrial, ,Zakir Hussain,Nassar,Vivek Oberoi,0,N,N/A,25, ,Action,Comedy,Romance,no
Sebastián Silva,Sebastián Silva, ,Michael Cera,Juno Temple,Emily Browning,5,N,68,30, ,Drama,Thriller, ,no
Zack Snyder,David S. Goyer,David S. Goyer,Henry Cavill,Amy Adams,Michael Shannon,49,N,55,75,2.91021565E8,Action,Adventure,Fantasy,no
Nimród Antal,Nimród Antal,James Hetfield,Dane DeHaan,James Hetfield,Lars Ulrich,4,N,79,74, ,Music, , ,no
Dan Scanlon,Dan Scanlon,Daniel Gerson,Billy Crystal,John Goodman,Steve Buscemi,64,N,78,81,2.603E8,Animation,Adventure,Comedy,no
Bob Francesconi,William Shakespeare, ,Daniel Emond,Laura Elizabeth Hall,Ari Itkin,1,N,84,77,4200000.0,Comedy, , ,no
Hirobumi Watanabe,Hirobumi Watanabe, ,Satoshi Haneishi,Misao Hirayama,Kaori Iida,1,N,N/A,N/A, ,Comedy,Drama, ,no
Alexander Payne,Bob Nelson, ,Bruce Dern,Will Forte,June Squibb,190,N,91,83, ,Adventure,Comedy,Drama,yesComedy
Joseph Kosinski,Karl Gajdusek,Michael Arndt,Tom Cruise,Morgan Freeman,Olga Kurylenko,11,N,53,61,8.9021735E7,Action,Adventure,Mystery,no
Brian A Miller,John Chase, ,Stephen Dorff,Kaitlyn Black,Johnny Messner,0,N,N/A,26, ,Crime,Drama, ,no
Scott Cooper,Brad Ingelsby,Scott Cooper,Woody Harrelson,Dendrie Taylor,Carl Ciarfalio,10,N,53,52, ,Crime,Drama,Thriller,no
Sam Raimi,Mitchell Kapner,David Lindsay-Abaire,James Franco,Mila Kunis,Rachel Weisz,36,N,59,56,2.34903076E8,Adventure,Family,Fantasy,no
Guillermo del Toro,Travis Beacham,Guillermo del Toro,Charlie Hunnam,Diego Klattenhoff,Idris Elba,48,N,71,77,1.01785482E8,Action,Adventure,Sci-Fi,no
Jesse V. Johnson,Derek Kolstad, ,Steve Austin,Dolph Lundgren,Eric Keenleyside,0,N,N/A,24, ,Action,Crime,Thriller,no
Tom Anton,Tom Anton,Sandi Russell,Jaime King,Jason Lewis,T.J. Thyne,0,N,N/A,32, ,Crime, , ,no
David A. Armstrong,Jay Anthony White, ,Stephen Lang,Nikki Reed,Forest Whitaker,0,N,N/A,27, ,Crime,Mystery,Thriller,no
Joseph Ruben,David Loughery, ,Michelle Monaghan,Michael Keaton,Barry Sloane,0,N,N/A,17, ,Drama,Mystery,Thriller,no
Stephen Frears,Steve Coogan,Jeff Pope,Judi Dench,Steve Coogan,Sophie Kennedy Clark,110,N,92,89, ,Biography,Drama, ,yesDrama
Yen Tan,David Lowery,Yen Tan,Bailey Bass,Marcus DeAnda,Yesenia Garcia,7,N,N/A,51, ,Drama,Romance, ,no
David Gordon Green,David Gordon Green,Hafsteinn Gunnar Sigurðsson,Paul Rudd,Emile Hirsch,Lance LeGault,8,N,83,53,204951.0,Comedy,Drama, ,no
Denis Villeneuve,Aaron Guzikowski, ,Hugh Jackman,Jake Gyllenhaal,Viola Davis,45,N,81,87,6.0962878E7,Crime,Drama,Mystery,no
Zack Parker,Kevin Donner,Zack Parker,Joe Swanberg,Kristina Klebe,Alexa Havins,2,N,57,38, ,Drama,Horror,Thriller,no
David Twohy,David Twohy,Jim Wheat,Vin Diesel,Jordi Mollà,Matt Nable,2,N,58,56, ,Action,Sci-Fi,Thriller,no
Gregory Snegoff,Carl Macek,Tommy Yune,Frank Catalano,Cam Clarke,Richard Epcar,0,N,N/A,N/A, ,Animation,Action,Adventure,no
Garrett Batty,Garrett Batty, ,Corbin Allred,Maclain Nelson,Nikita Bogolyubov,13,N,N/A,86, ,Action,Drama,Thriller,no
John Lee Hancock,Kelly Marcel,Sue Smith,Emma Thompson,Tom Hanks,Annie Rose Buckley,84,N,78,84, ,Biography,Comedy,Drama,no
Kevin Goetz,Kyle Killen, ,Josh Duhamel,Dan Fogler,Peter Michael Goetz,1,N,65,50, ,Drama,Thriller, ,no
Dave Moody,Rusty Whitener, ,John Schneider,Grayson Russell,Andrew Wilson Williams,1,N,N/A,20, ,Comedy,Drama,Family,no
Shawn Piller,Scott Lew, ,Katee Sackhoff,Michelle Trachtenberg,Seth Green,0,N,N/A,49, ,Comedy,Drama,Mystery,no
Matthew Arnold,Matthew Arnold,Matthew Arnold,Dallas Roberts,Alison Eastwood,Anne Dudek,0,N,N/A,N/A, ,Horror,Thriller, ,no
Destin Cretton,Destin Cretton, ,Brie Larson,John Gallagher Jr.,Stephanie Beatriz,100,N,99,93, ,Drama, , ,no
Danny Roew,Patrick Casey,Josh Miller,Mike Damus,Kim Shaw,Joel McKinnon Miller,0,N,N/A,50, ,Comedy,Horror,Romance,no
Steven Soderbergh,Scott Z. Burns, ,Rooney Mara,Carmen Pelaez,Marin Ireland,4,N,83,70,3.215441E7,Crime,Drama,Thriller,no
Devin McGinn,Steve Berg,Ken Bretschneider,Britani Bateman,Taylor Bateman,Steve Berg,0,N,N/A,27, ,Biography,Horror,Mystery,no
Stephan Franck,Todd Berger, ,Jack Angel,Fred Armisen,Hank Azaria,1,N,N/A,81, ,Animation,Short,Comedy,no
Ric Roman Waugh,Justin Haythe,Ric Roman Waugh,Dwayne Johnson,Barry Pepper,Jon Bernthal,1,N,56,61,4.2908315E7,Action,Drama,Thriller,no
James Ponsoldt,Scott Neustadter,Michael H. Weber,Miles Teller,Shailene Woodley,Brie Larson,40,N,93,76, ,Comedy,Drama,Romance,no
J.J. Abrams,Roberto Orci,Alex Kurtzman,Chris Pine,Zachary Quinto,Zoe Saldana,53,N,86,90,2.28756232E8,Action,Adventure,Sci-Fi,no
Chan-wook Park,Wentworth Miller, ,Mia Wasikowska,Nicole Kidman,David Alford,38,N,69,60,1700000.0,Drama,Thriller, ,no
James Cox,Dave Cole, ,Ryan Phillippe,Anna Paquin,Luke Wilson,0,N,N/A,39, ,Comedy,Drama, ,no
Laurie Collyer,Laurie Collyer, ,Naomi Watts,Matt Dillon,Tess Harper,3,N,67,34, ,Drama, , ,no
James Tucker,Bob Goodman,Geoff Johns,Matt Bomer,Stana Katic,John Noble,3,N,100,75, ,Animation,Action,Adventure,no
Chris Mason Johnson,Chris Mason Johnson, ,Scott Marlowe,Matthew Risch,Evan Boomer,6,N,89,55, ,Drama, , ,no
Evan Goldberg,Seth Rogen,Evan Goldberg,James Franco,Jonah Hill,Seth Rogen,29,N,83,71,9.62E7,Comedy,Fantasy, ,no
Alan Taylor,Christopher Yost,Christopher Markus,Chris Hemsworth,Natalie Portman,Tom Hiddleston,20,N,66,77,2.06360018E8,Action,Adventure,Fantasy,no
David Soren,Darren Lemke,Robert D. Siegel,Ryan Reynolds,Paul Giamatti,Michael Peña,12,N,67,66,8.11E7,Animation,Adventure,Comedy,no
Justin Cole,N/A, ,N/A, , ,0,N,N/A,83, ,Crime,Drama,Thriller,no
Shane Carruth,Shane Carruth, ,Amy Seimetz,Shane Carruth,Andrew Sensenig,34,N,85,70,415067.0,Drama,Sci-Fi, ,no
Simon Barrett,Simon Barrett,Jamie Nash,Lawrence Michael Levine,Kelsy Abbott,L.C. Holt,7,N,70,51, ,Horror,Thriller, ,no
Luiso Berdejo,Luiso Berdejo, ,Junio Valverde,Leticia Dolera,Miriam Giovanelli,4,N,N/A,N/A, ,Drama,Fantasy,Romance,no
Jonathan Levine,Jonathan Levine,Isaac Marion,Nicholas Hoult,Teresa Palmer,Analeigh Tipton,10,N,80,73,6.5E7,Comedy,Horror,Romance,no
Jim Mickle,Nick Damici,Jim Mickle,Kassie Wesley DePaiva,Laurent Rejto,Julia Garner,16,N,86,49, ,Drama,Horror,Thriller,no
Zach Clark,Zach Clark, ,Anna Margaret Hollyman,Laura Lemar-Goldsborough,Lydia Hyslop,3,N,90,50, ,Comedy,Drama, ,no
Martin Scorsese,Terence Winter,Jordan Belfort,Leonardo DiCaprio,Jonah Hill,Margot Robbie,196,N,77,82, ,Biography,Comedy,Crime,yesComedy
